area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
34027,5,1023,73,0,2020,4,,1540,21109,20972,20943,782425170,47574103,774294,2865,,0.97,1.31,1.3,1.29,1.16,1.12,1.02,0.89,,14,0.9,-80,-0.4,-306,-1.4,-474,-2.2,73268474,10.3,-7652329,-13.9,18533,2.5,303,11.8
34029,5,1023,73,0,2020,4,,1153,7323,7353,7351,164833864,28745630,539645,1727,,0.9,0.77,0.77,0.77,0.78,1.01,1.06,1.01,,42,3.8,101,1.4,115,1.6,147,2,30599245,22.8,794769,2.8,17322,3.3,297,20.8
34031,5,1023,73,0,2020,4,,765,5619,5712,5701,153403480,19659489,297986,2078,,0.65,0.63,0.64,0.63,0.65,0.74,0.65,1.03,,-25,-3.2,-354,-5.9,-295,-4.9,-303,-5,28292895,22.6,673581,3.5,39253,15.2,473,29.5
34033,5,1023,73,0,2020,4,,72,462,457,449,6686458,1649639,15867,1128,,0.59,0.39,0.38,0.38,0.21,0.47,0.2,0.55,,-5,-6.5,-77,-14.3,-50,-9.9,-56,-11.1,-7861,-0.1,-254317,-13.4,-2383,-13.1,132,13.3
34035,5,1023,73,0,2020,4,,780,9789,9742,9747,322874761,21604639,318077,2545,,0.82,0.94,0.94,0.93,0.8,0.8,0.68,0.85,,16,2.1,-1008,-9.3,-1023,-9.5,-972,-9.1,-2199645,-0.7,-2651056,-10.9,-26934,-7.8,221,9.5
34037,5,1023,73,0,2020,4,,187,1006,1013,1000,21132241,3246991,52352,1615,,0.59,0.48,0.49,0.48,0.45,0.55,0.48,0.94,,2,1.1,-57,-5.4,-43,-4.1,-84,-7.7,1832777,9.5,6336,0.2,2349,4.7,225,16.2
34039,5,1023,73,0,2020,4,,1163,9144,9165,9107,268131445,30710498,534905,2257,,0.85,0.73,0.73,0.72,0.63,0.84,0.86,0.87,,15,1.3,-354,-3.7,-367,-3.9,-423,-4.4,35713968,15.4,3897660,14.5,143757,36.8,379,20.2
34041,5,1023,73,0,2020,4,,131,599,587,592,9539883,1776082,22734,1238,,0.53,0.34,0.33,0.34,0.23,0.39,0.3,0.68,,-1,-0.8,-47,-7.3,-45,-7.1,-28,-4.5,412806,4.5,-97333,-5.2,-268,-1.2,128,11.5
34999,1,1023,73,0,2020,4,,3,7,6,6,210452,0,0,2556,,1.19,0.57,0.47,0.46,0.29,0,0,0.59,,1,50,3,75,2,50,1,20,65339,45,0,0,0,0,-20,-0.8
34999,5,1023,73,0,2020,4,,1534,11249,11401,11527,480326573,54776008,1172615,3243,,0.49,1.36,1.35,1.32,1.17,1.43,1.29,0.87,,140,10,1520,15.6,1556,15.8,1581,15.9,86345427,21.9,10184509,22.8,257074,28.1,163,5.3
35000,1,1023,53,0,2020,4,,8,58,56,55,1330163,0,0,1816,,1.71,0.85,0.82,0.81,0.75,0,0,0.91,,-1,-11.1,2,3.6,-2,-3.4,-3,-5.2,-9057,-0.7,0,0,0,0,19,1.1
35000,2,1023,53,0,2020,4,N,2,0,0,0,0,0,0,0,N,2.84,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000,3,1023,53,0,2020,4,N,17,0,0,0,0,0,0,0,N,1.46,0,0,0,0,0,0,0,N,-1,-5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35000,5,1023,53,0,2020,4,,5741,32307,32168,32071,582011981,81295808,552648,1391,,0.99,0.71,0.71,0.71,0.58,0.87,0.75,0.82,,164,2.9,-1741,-5.1,-1682,-5,-2009,-5.9,30025206,5.4,-7665810,-8.6,-101753,-15.5,142,11.4
35001,1,1023,73,0,2020,4,,3,42,41,40,1021379,0,0,1916,,1.99,1.52,1.48,1.46,1.34,0,0,0.9,,0,0,4,10.5,2,5.1,1,2.6,61928,6.5,0,0,0,0,7,0.4
35001,2,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,4.39,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35001,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,0.27,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35001,5,1023,73,0,2020,4,,2169,16551,16531,16438,295465532,37995022,248637,1377,,1.15,0.9,0.9,0.91,0.68,1.05,1,0.75,,58,2.7,-502,-2.9,-465,-2.7,-657,-3.8,31388312,11.9,-3190661,-7.7,-40673,-14.1,185,15.5
35003,5,1023,73,0,2020,4,N,4,0,0,0,0,0,0,0,N,0.37,0,0,0,0,0,0,0,N,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35005,5,1023,73,0,2020,4,,158,697,696,707,8321596,2090065,11952,914,,0.91,0.58,0.58,0.6,0.4,0.8,0.76,0.68,,-4,-2.5,-25,-3.5,-30,-4.1,-28,-3.8,-347078,-4,-9316,-0.4,1296,12.2,-2,-0.2
35006,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,11.8,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35006,5,1023,73,0,2020,4,,27,102,101,101,846254,246499,1535,642,,0.64,0.23,0.24,0.24,0.11,0.32,0.24,0.48,,-2,-6.9,-22,-17.7,-19,-15.8,-23,-18.5,-115376,-12,-40284,-14,-203,-11.7,39,6.5
35007,5,1023,73,0,2020,4,,40,160,151,145,1907950,424342,3272,966,,0.83,0.69,0.67,0.62,0.53,0.97,0.86,0.8,,0,0,4,2.6,-7,-4.4,-27,-15.7,341304,21.8,-81389,-16.1,-2107,-39.2,222,29.8
35009,5,1023,73,0,2020,4,,119,565,556,563,7089951,1713150,11185,972,,1.01,0.57,0.56,0.57,0.4,0.83,0.93,0.71,,-3,-2.5,-35,-5.8,-42,-7,-41,-6.8,-57600,-0.8,-38306,-2.2,-1779,-13.7,57,6.2
35011,5,1023,73,0,2020,4,,3,20,20,21,198884,51024,168,752,,0.44,0.82,0.83,0.86,0.49,1.54,0.97,0.59,,0,0,3,17.6,3,17.6,4,23.5,48931,32.6,16129,46.2,53,46.1,73,10.8
35013,1,1023,73,0,2020,4,,1,6,6,6,114550,0,0,1469,,2.62,0.97,0.98,0.98,0.86,0,0,0.88,,0,0,-1,-14.3,-1,-14.3,-1,-14.3,-3153,-2.7,0,0,0,0,176,13.6
35013,5,1023,73,0,2020,4,,471,2260,2249,2213,28887247,6179534,45101,992,,0.99,0.55,0.55,0.55,0.38,0.7,0.61,0.7,,-9,-1.9,-151,-6.3,-154,-6.4,-198,-8.2,1270612,4.6,-803930,-11.5,-7947,-15,110,12.5
35015,5,1023,73,0,2020,4,,168,1052,1028,1035,16983854,2924263,16446,1258,,0.93,0.63,0.63,0.63,0.37,0.74,0.56,0.58,,-1,-0.6,-133,-11.2,-151,-12.8,-137,-11.7,-2108011,-11,-1174842,-28.7,-24227,-59.6,12,1
35017,5,1023,73,0,2020,4,,67,251,253,250,2572519,654879,5296,787,,0.97,0.52,0.5,0.5,0.3,0.73,0.98,0.58,,5,8.1,-6,-2.3,5,2,-6,-2.3,367531,16.7,-11334,-1.7,-977,-15.6,118,17.6
35019,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,31.82,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35019,5,1023,73,0,2020,4,,7,15,15,14,166042,39557,276,871,,0.44,0.19,0.19,0.18,0.15,0.25,0.29,0.8,,-1,-12.5,0,0,0,0,-1,-6.7,-56723,-25.5,-35752,-47.5,-311,-53,-271,-23.7
35023,3,1023,73,0,2020,4,-,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,N,-1,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35023,5,1023,73,0,2020,4,N,3,0,0,0,0,0,0,0,N,0.2,0,0,0,0,0,0,0,N,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35025,5,1023,73,0,2020,4,,257,1034,1026,1026,16916036,2088274,11850,1265,,1.25,0.67,0.67,0.68,0.5,0.63,0.6,0.74,,87,51.2,-204,-16.5,-196,-16,-182,-15.1,-3756082,-18.2,-1047764,-33.4,-10256,-46.4,-36,-2.8
35027,5,1023,73,0,2020,4,,97,357,339,328,4260568,1124597,6898,960,,1.25,1.02,1.01,1.01,0.79,1.49,1.43,0.78,,-3,-3,-33,-8.5,-48,-12.4,-79,-19.4,111347,2.7,-64295,-5.4,122,1.8,151,18.7
35028,5,1023,73,0,2020,4,,42,230,232,228,3307931,479280,2748,1106,,0.89,0.23,0.23,0.22,0.08,0.44,0.33,0.36,,2,5,-4,-1.7,1,0.4,1,0.4,198151,6.4,46856,10.8,-128,-4.5,69,6.7
35029,5,1023,73,0,2020,4,,46,137,143,144,1447644,388427,1887,788,,0.89,0.31,0.35,0.35,0.2,0.4,0.14,0.59,,-1,-2.1,-13,-8.7,-14,-8.9,-7,-4.6,78800,5.8,19742,5.4,-141,-7,98,14.2
35031,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,4.18,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35031,5,1023,73,0,2020,4,,106,486,463,474,5059508,1428055,9793,821,,0.88,0.42,0.41,0.43,0.25,0.63,0.74,0.59,,7,7.1,-93,-16.1,-115,-19.9,-109,-18.7,-484178,-8.7,-271555,-16,-1319,-11.9,86,11.7
35033,5,1023,73,0,2020,4,,7,21,22,22,216578,45042,184,769,,0.53,0.55,0.58,0.59,0.37,0.58,0.34,0.65,N,1,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35035,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,4.42,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35035,5,1023,73,0,2020,4,,105,497,498,501,5465709,1756815,8728,843,,0.93,0.51,0.52,0.52,0.3,1.11,0.89,0.58,,8,8.2,-11,-2.2,-10,-2,-13,-2.5,262858,5.1,128175,7.9,-715,-7.6,58,7.4
35037,5,1023,73,0,2020,4,,24,84,83,80,1204278,195435,1447,1125,,0.8,0.6,0.6,0.58,0.57,0.77,0.81,0.96,,0,0,-10,-10.6,-8,-8.8,-14,-14.9,-54136,-4.3,-77549,-28.4,-650,-31,84,8.1
35039,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,6.16,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35039,5,1023,73,0,2020,4,,46,162,161,158,1803627,408561,3018,865,,0.57,0.3,0.31,0.31,0.19,0.41,0.36,0.62,,-2,-4.2,-6,-3.6,-3,-1.8,-9,-5.4,100841,5.9,19070,4.9,-895,-22.9,78,9.9
35041,5,1023,73,0,2020,4,,39,150,152,150,1760645,495480,2488,899,,0.94,0.43,0.45,0.44,0.31,0.7,0.66,0.71,,-2,-4.9,-10,-6.2,-2,-1.3,0,0,-93708,-5.1,68959,16.2,400,19.2,-23,-2.5
35043,1,1023,73,0,2020,4,-,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,N,-1,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35043,3,1023,73,0,2020,4,,3,63,67,66,1155695,88017,291,1361,,6.11,6.76,7.09,7.25,10.78,4.98,4.83,1.54,,0,0,-5,-7.4,1,1.5,-2,-2.9,35512,3.2,16715,23.4,-47,-13.9,81,6.3
35043,5,1023,73,0,2020,4,,237,929,922,921,12926956,2566914,16417,1076,,0.96,0.53,0.53,0.54,0.36,0.74,0.69,0.68,,-3,-1.2,-40,-4.1,-46,-4.8,-36,-3.8,1416297,12.3,-156085,-5.7,-2789,-14.5,158,17.2
35045,1,1023,73,0,2020,4,,1,2,2,2,41222,0,0,1585,,4.65,0.54,0.55,0.56,0.47,0,0,0.86,,0,0,-1,-33.3,-1,-33.3,-1,-33.3,-24331,-37.1,0,0,0,0,-96,-5.7
35045,3,1023,73,0,2020,4,N,4,0,0,0,0,0,0,0,N,7.47,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35045,5,1023,73,0,2020,4,,239,1072,1067,1050,14268117,2651759,20521,1032,,0.89,0.44,0.44,0.44,0.29,0.59,0.59,0.65,,3,1.3,-106,-9,-102,-8.7,-108,-9.3,607049,4.4,-563327,-17.5,-4225,-17.1,133,14.8
35047,1,1023,73,0,2020,4,,1,3,3,3,47114,0,0,1208,,16.91,4.52,4.53,4.6,4.1,0,0,0.9,,0,0,1,50,0,0,0,0,-10013,-17.5,0,0,0,0,-440,-26.7
35047,5,1023,73,0,2020,4,,49,191,191,186,2101816,475603,4925,854,,0.66,0.43,0.43,0.43,0.32,0.63,0.92,0.75,,3,6.5,-71,-27.1,-63,-24.8,-68,-26.8,-932275,-30.7,-231431,-32.7,-79,-1.6,-55,-6.1
35049,2,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,14.57,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35049,3,1023,73,0,2020,4,,3,32,32,32,573913,9908,33,1380,,2.64,1.84,1.82,1.87,2.58,0.3,0.31,1.4,,0,0,0,0,0,0,-1,-3,51673,9.9,-3705,-27.2,-13,-28.3,138,11.1
35049,5,1023,73,0,2020,4,,550,2279,2283,2269,98097751,6128525,40074,3314,,0.97,0.69,0.7,0.71,1.33,0.94,0.97,1.89,,24,4.6,-111,-4.6,-89,-3.8,-121,-5.1,-5386731,-5.2,-146079,-2.3,-8987,-18.3,-25,-0.7
35051,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,15.38,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35051,5,1023,73,0,2020,4,,20,76,69,69,598325,160608,644,645,,0.61,0.37,0.34,0.35,0.18,0.34,0.09,0.5,,1,5.3,1,1.3,-5,-6.8,-7,-9.2,69925,13.2,-10098,-5.9,-201,-23.8,103,19
35053,5,1023,73,0,2020,4,,23,84,85,85,736172,189013,1144,669,,0.62,0.3,0.3,0.3,0.14,0.42,0.38,0.47,,-2,-8,-13,-13.4,-13,-13.3,-13,-13.3,17352,2.4,-15547,-7.6,19,1.7,103,18.2
35055,5,1023,73,0,2020,4,,106,372,355,390,4152976,1317469,11793,858,,0.85,0.66,0.65,0.71,0.46,1.03,0.83,0.69,,2,1.9,-33,-8.1,-46,-11.5,-74,-15.9,261892,6.7,-128318,-8.9,-3814,-24.4,151,21.4
35057,5,1023,73,0,2020,4,,11,31,31,32,541028,88320,1669,1328,,0.35,0.15,0.17,0.17,0.16,0.22,0.45,0.98,,1,10,-5,-13.9,-3,-8.8,-1,-3,23033,4.4,19054,27.5,1298,349.9,167,14.4
35059,5,1023,73,0,2020,4,,11,55,57,63,882243,135886,622,1163,,0.67,0.79,0.82,0.9,0.75,1.28,1.05,0.9,,1,10,-13,-19.1,-6,-9.5,-1,-1.6,-553398,-38.5,-281708,-67.5,-2855,-82.1,-536,-31.5
35061,1,1023,73,0,2020,4,,1,2,1,1,22240,0,0,1283,,9.41,1.52,0.75,0.76,0.86,0,0,0.86,,0,0,-1,-33.3,-2,-66.7,-2,-66.7,-37318,-62.7,0,0,0,0,-244,-16
35061,5,1023,73,0,2020,4,,109,370,369,363,3695880,872270,5073,774,,0.82,0.42,0.42,0.41,0.25,0.42,0.3,0.61,,-2,-1.8,-35,-8.6,-26,-6.6,-40,-9.9,-49566,-1.3,-146075,-14.3,-3248,-39,56,7.8
35999,1,1023,73,0,2020,4,,1,3,3,3,83658,0,0,2145,,2.66,1.68,1.59,1.59,1.28,0,0,0.79,,0,0,1,50,1,50,1,50,34916,71.6,0,0,0,0,270,14.4
35999,5,1023,73,0,2020,4,N,381,0,0,0,0,0,0,0,N,0.81,0,0,0,0,0,0,0,N,-6,-1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36000,1,1023,53,0,2020,4,,27,412,412,415,16123387,0,0,3003,,0.57,0.54,0.54,0.54,0.5,0,0,0.93,,1,3.8,3,0.7,4,1,14,3.5,499589,3.2,0,0,0,0,43,1.5
36000,2,1023,53,0,2020,4,,15,2334,2313,2310,42574956,0,0,1412,,2.08,3.1,3.09,3.11,2.27,0,0,0.73,,0,0,-89,-3.7,-104,-4.3,-105,-4.3,-8164279,-16.1,0,0,0,0,-202,-12.5
36000,3,1023,53,0,2020,4,,292,8266,9048,8471,140411855,287895,2689,1257,,2.45,3.06,3.3,3.13,2.55,0.13,0.1,0.81,,1,0.3,-215,-2.5,0,0,14,0.2,16213826,13.1,94408,48.8,1056,64.7,154,14
36000,5,1023,53,0,2020,4,,63385,692197,691321,691505,35504756396,489872631,10910564,3949,,1.06,1.36,1.36,1.36,1.94,1.17,1.06,1.43,,269,0.4,-29128,-4,-30537,-4.2,-32956,-4.5,3046518190,9.4,-75005123,-13.3,-966365,-8.1,493,14.3
36001,1,1023,73,0,2020,4,,1,11,10,10,408583,0,0,3042,,1.34,0.57,0.52,0.52,0.64,0,0,1.18,,0,0,0,0,-1,-9.1,-1,-9.1,40703,11.1,0,0,0,0,469,18.2
36001,2,1023,73,0,2020,4,N,2,0,0,0,0,0,0,0,N,17.73,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36001,3,1023,73,0,2020,4,,17,118,120,119,2059239,0,0,1331,,9.12,1.73,1.74,1.76,1.87,0,0,1.07,,1,6.2,-5,-4.1,-6,-4.8,-6,-4.8,28513,1.4,0,0,0,0,78,6.2
36001,5,1023,73,0,2020,4,,987,15320,15413,15472,414859218,9305335,195901,2072,,1.06,1.19,1.2,1.22,1.14,1.14,0.96,0.94,,-11,-1.1,-887,-5.5,-778,-4.8,-830,-5.1,62272667,17.7,-1784217,-16.1,-25191,-11.4,401,24
36003,5,1023,73,0,2020,4,,47,228,227,220,3669168,178852,2515,1254,,0.57,0.31,0.31,0.31,0.28,0.39,0.22,0.9,,-3,-6,-12,-5,-12,-5,-19,-7.9,1308423,55.4,64836,56.9,432,20.7,495,65.2
36005,3,1023,73,0,2020,4,,32,1178,1330,1205,20068872,0,0,1247,,9.15,12.43,13.76,12.59,13.74,0,0,1.06,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36005,5,1023,73,0,2020,4,,2441,13035,12974,13102,190551115,10442229,237400,1124,,1.39,0.73,0.72,0.73,0.39,0.87,0.81,0.54,,2,0.1,-1628,-11.1,-1749,-11.9,-1679,-11.4,-15917580,-7.7,-1168864,-10.1,-16023,-6.3,45,4.2
36007,1,1023,73,0,2020,4,,1,1,1,1,49767,0,0,3828,,3.22,0.15,0.14,0.14,0.27,0,0,1.89,,0,0,0,0,0,0,0,0,6759,15.7,0,0,0,0,520,15.7
36007,2,1023,73,0,2020,4,N,2,0,0,0,0,0,0,0,N,42.73,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36007,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,1.29,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36007,5,1023,73,0,2020,4,,339,2755,2765,2730,48417565,2418085,48607,1354,,0.88,0.6,0.6,0.59,0.47,0.76,0.67,0.78,,-25,-6.9,-529,-16.1,-502,-15.4,-523,-16.1,1957619,4.2,112329,4.9,2442,5.3,260,23.8
36009,3,1023,73,0,2020,4,N,2,0,0,0,0,0,0,0,N,6.28,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36009,5,1023,73,0,2020,4,,114,852,849,836,14712791,609649,8593,1338,,0.71,0.54,0.55,0.54,0.47,0.58,0.35,0.87,,-2,-1.7,-23,-2.6,-33,-3.7,-37,-4.2,1901535,14.8,14477,2.4,21,0.2,214,19
36011,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,3.3,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36011,5,1023,73,0,2020,4,,99,449,441,440,7169161,327946,5539,1244,,0.65,0.32,0.31,0.32,0.23,0.28,0.19,0.73,,-8,-7.5,-30,-6.3,-31,-6.6,-30,-6.4,550728,8.3,-48173,-12.8,-429,-7.2,169,15.7
36013,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,1.77,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36013,5,1023,73,0,2020,4,,209,1063,1073,1068,14774490,789220,16614,1064,,0.74,0.41,0.41,0.41,0.3,0.4,0.36,0.72,,-8,-3.7,-64,-5.7,-44,-3.9,-51,-4.6,369642,2.6,-4296,-0.5,4331,35.3,76,7.7
36015,3,1023,73,0,2020,4,,4,16,16,16,211547,0,0,1017,,11.71,1.56,1.56,1.57,1.64,0,0,1.05,,0,0,1,6.7,1,6.7,1,6.7,27224,14.8,0,0,0,0,72,7.6
36015,5,1023,73,0,2020,4,,139,1081,1098,1095,18991036,580634,10712,1339,,0.81,0.56,0.58,0.57,0.44,0.44,0.38,0.78,,-5,-3.5,-89,-7.6,-50,-4.4,-63,-5.4,634982,3.5,-173751,-23,-2240,-17.3,120,9.8
36017,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,5.44,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36017,5,1023,73,0,2020,4,,65,1102,1102,1097,20472941,419857,9210,1431,,0.71,1.16,1.17,1.16,1.03,0.77,0.83,0.89,,-2,-3,-75,-6.4,-48,-4.2,-51,-4.4,2519914,14,-273894,-39.5,-172,-1.8,239,20.1
36019,1,1023,73,0,2020,4,,1,1,1,1,25390,0,0,1953,,7.14,0.35,0.35,0.35,0.36,0,0,1.03,,0,0,0,0,0,0,0,0,1372,5.7,0,0,0,0,105,5.7
36019,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,2.87,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36019,5,1023,73,0,2020,4,,155,772,754,751,9786536,609518,13661,992,,0.89,0.41,0.4,0.4,0.25,0.41,0.4,0.61,,-7,-4.3,-39,-4.8,-26,-3.3,-39,-4.9,57475,0.6,-86950,-12.5,-644,-4.5,49,5.2
36021,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,2.7,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36021,5,1023,73,0,2020,4,,112,494,498,537,6326438,517009,8787,955,,0.6,0.41,0.42,0.46,0.26,0.54,0.42,0.61,,0,0,-43,-8,-32,-6,43,8.7,497844,8.5,65883,14.6,3419,63.7,93,10.8
36023,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,5.11,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36023,5,1023,73,0,2020,4,,77,547,539,537,8108518,413127,6708,1153,,0.79,0.56,0.56,0.55,0.43,0.64,0.47,0.78,,0,0,-3,-0.5,-6,-1.1,-6,-1.1,757680,10.3,-84672,-17,-1672,-20,117,11.3
36025,5,1023,73,0,2020,4,,68,440,433,433,6199942,359835,6339,1096,,0.63,0.53,0.53,0.53,0.34,0.66,0.46,0.64,,-2,-2.9,-1,-0.2,3,0.7,-3,-0.7,911564,17.2,6677,1.9,309,5.1,162,17.3
36027,1,1023,73,0,2020,4,,1,1,1,1,30940,0,0,2380,,1.63,0.11,0.11,0.11,0.11,0,0,1.01,,0,0,0,0,0,0,0,0,1546,5.3,0,0,0,0,119,5.3
36027,3,1023,73,0,2020,4,N,2,0,0,0,0,0,0,0,N,1.31,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36027,5,1023,73,0,2020,4,,619,3851,3845,3895,76539449,2588819,50231,1524,,0.81,0.62,0.62,0.63,0.47,0.55,0.49,0.76,,7,1.1,-263,-6.4,-248,-6.1,-184,-4.5,4289465,5.9,-539420,-17.2,-7339,-12.7,167,12.3
36029,1,1023,73,0,2020,4,,1,5,5,5,155180,0,0,2387,,0.56,0.13,0.13,0.13,0.14,0,0,1.06,,0,0,-1,-16.7,-1,-16.7,-1,-16.7,-3188,-2,0,0,0,0,357,17.6
36029,2,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,3.72,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36029,3,1023,73,0,2020,4,N,6,0,0,0,0,0,0,0,N,1.35,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36029,5,1023,73,0,2020,4,,2052,32081,32242,32400,613226725,23497294,483091,1463,,0.92,1.25,1.27,1.3,0.97,1.19,1.05,0.76,,9,0.4,-1179,-3.5,-1128,-3.4,-1184,-3.5,48986892,8.7,-3675085,-13.5,-16873,-3.4,164,12.6
36031,5,1023,73,0,2020,4,,69,438,433,432,8986776,461668,7881,1592,,0.6,0.55,0.56,0.55,0.58,0.83,0.58,1.04,,1,1.5,25,6.1,25,6.1,32,8,1134579,14.4,-2355,-0.5,1404,21.7,108,7.3
36033,3,1023,73,0,2020,4,,3,16,16,17,207909,2291,14,979,,14.97,3.02,3.02,3.29,3.27,0.94,0.48,1.05,,0,0,-1,-5.9,0,0,1,6.2,14342,7.4,-1230,-34.9,-7,-33.3,67,7.3
36033,5,1023,73,0,2020,4,,82,349,340,345,4270939,265754,3566,953,,0.82,0.35,0.35,0.36,0.2,0.56,0.31,0.58,,-3,-3.5,-15,-4.1,-12,-3.4,-11,-3.1,623015,17.1,-13956,-5,629,21.4,168,21.4
36035,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,4.66,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36035,5,1023,73,0,2020,4,,62,411,407,408,7040356,291254,5419,1325,,0.58,0.44,0.44,0.44,0.39,0.42,0.4,0.87,,0,0,-16,-3.7,-8,-1.9,4,1,744170,11.8,31751,12.2,750,16.1,159,13.6
36037,1,1023,73,0,2020,4,,1,6,6,6,109094,0,0,1399,,9.54,3.11,3.11,3.08,2.31,0,0,0.74,,0,0,-1,-14.3,0,0,0,0,-5252,-4.6,0,0,0,0,10,0.7
36037,3,1023,73,0,2020,4,N,1,0,0,0,0,0,0,0,N,3.83,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36037,5,1023,73,0,2020,4,,83,470,471,471,7640510,275309,4406,1249,,0.64,0.36,0.37,0.36,0.28,0.29,0.22,0.78,,1,1.2,-33,-6.6,-36,-7.1,-42,-8.2,642885,9.2,6843,2.5,639,17,189,17.8
